Log_ID,Customer_ID,Channel_Name,Program_Genre,Device_Type,Network_Type,View_Duration_Mins,Stream_Quality,Video_Resolution,Buffering_Events,Start_Time,End_Time,Timestamp,Content_Type,Playback_Speed,Subtitles_Enabled,Closed_Captions_Enabled,DVR_Playback,Skip_Ads,User_Rating,Autoplay_Triggered
3083,2446,Showtime,Thriller,Tablet,Home WiFi,237,SD,480P,6.0,2025-12-20 18:22:39.452582,2026-01-07 16:38:39.452582,2026-03-03 08:44:39.452582,On-Demand,2x,True,True,True,False,2.0,False
3084,5430,Espn,Animation,Laptop,Home WiFi,44,SD,2160P,5.0,2025-03-14 00:03:39.452582,2025-04-10 08:05:39.452582,2025-04-25 07:56:39.452582,Recorded,1x,True,False,True,True,3.0,True
3085,11784,Local Channel,Drama,Mobile App,Home WiFi,56,SD,1080P,8.0,2025-03-29 18:00:39.452582,2026-01-02 04:38:39.452582,2025-07-07 10:59:39.452582,On-Demand,1x,True,True,False,True,4.0,True
3086,9770,Espn,Documentary,Mobile App,Home WiFi,21,HD,720P,12.0,2025-05-19 13:51:39.452582,2025-06-27 17:04:39.452582,2025-05-21 20:11:39.452582,On-Demand,0.5x,True,True,True,True,3.0,False
3087,12414,Nbc,Reality Tv,Laptop,Guest WiFi,149,4K,480P,11.0,2025-05-13 17:12:39.452582,2026-01-06 18:48:39.452582,2025-11-10 09:59:39.452582,Recorded,2x,False,True,False,False,2.0,True
3088,1687,Abc,Sports,Tablet,Guest WiFi,6,SD,1080P,10.0,2025-05-05 16:02:39.452582,2025-03-25 12:17:39.452582,2025-05-14 23:48:39.452582,Live,1.5x,True,True,True,True,3.0,True
3089,12912,Hgtv,Reality Tv,Mobile App,Mobile Network,227,4K,480P,4.0,2025-06-03 10:08:39.452582,2025-12-29 08:51:39.452582,2025-12-02 01:35:39.452582,Recorded,1x,True,True,True,False,2.0,True
3090,12915,Amc,Talk Show,Tablet,Mobile Network,181,4K,720P,9.0,2026-03-02 16:04:39.452582,2025-10-13 10:12:39.452582,2026-01-30 06:22:39.452582,Recorded,0.5x,False,False,False,True,2.0,False
3091,11372,Showtime,Thriller,Set-Top Box,Mobile Network,207,SD,1080P,15.0,2025-08-01 00:59:39.452582,2026-02-22 04:40:39.452582,2025-09-20 19:47:39.452582,On-Demand,1x,False,False,False,True,3.0,True
3092,6398,Local Channel,Documentary,Tablet,Mobile Network,186,HD,1080P,1.0,2025-09-09 21:29:39.452582,2025-11-08 08:05:39.452582,2025-11-02 05:58:39.452582,Live,1x,True,False,True,False,3.0,True
3093,12347,Cbs,Reality Tv,Laptop,Guest WiFi,219,4K,720P,1.0,2025-12-02 20:15:39.452582,2026-03-10 00:59:39.452582,2025-10-22 14:22:39.452582,On-Demand,0.5x,False,True,True,True,3.0,True
3094,5807,Amc,Talk Show,Set-Top Box,Cellular,23,HD,480P,2.0,2025-10-17 09:05:39.452582,2025-04-02 16:56:39.452582,2025-07-19 23:35:39.452582,Recorded,0.5x,True,True,True,False,4.0,False
3095,9359,Netflix,Sports,Set-Top Box,Home WiFi,105,HD,2160P,3.0,2025-10-19 05:16:39.452582,2026-03-01 22:30:39.452582,2026-01-02 03:25:39.452582,Live,2x,True,True,True,False,5.0,False
3096,8735,Local Channel,Documentary,Mobile App,Cellular,26,HD,1080P,5.0,2025-12-01 08:13:39.452582,2026-03-08 17:08:39.452582,2025-10-20 07:48:39.452582,Live,1x,True,True,False,False,4.0,True
3097,2276,Local Channel,Animation,Mobile App,Cellular,211,HD,1080P,7.0,2025-07-06 03:54:39.452582,2025-08-12 19:03:39.452582,2025-05-24 05:37:39.452582,Recorded,1x,True,True,False,False,3.0,False
3098,3333,Amc,News,Set-Top Box,Cellular,60,SD,2160P,5.0,2025-03-14 14:28:39.452582,2025-11-19 14:28:39.452582,2025-03-14 01:37:39.452582,Live,2x,True,False,True,False,5.0,False
3099,6990,Hbo,News,Mobile App,Mobile Network,66,4K,720P,14.0,2025-08-28 03:41:39.452582,2025-07-31 16:44:39.452582,2026-01-19 15:16:39.452582,Live,2x,False,True,False,True,3.0,False
3100,3633,Disney+,Thriller,Mobile App,Mobile Network,159,SD,2160P,12.0,2025-08-15 06:23:39.452582,2025-05-30 22:14:39.452582,2025-07-29 05:54:39.452582,Recorded,1x,False,False,False,True,1.0,True
3101,11035,Abc,Series,Tablet,Home WiFi,50,HD,2160P,6.0,2025-11-09 18:04:39.452582,2025-04-12 13:20:39.452582,2025-09-06 01:55:39.452582,Live,0.5x,True,True,False,False,5.0,True
3102,6715,Local Channel,Animation,Mobile App,Mobile Network,202,4K,1080P,12.0,2025-11-04 06:56:39.452582,2025-09-02 21:11:39.452582,2025-04-01 02:03:39.452582,Recorded,0.5x,False,True,False,False,3.0,True
3103,6040,Espn,Drama,Tablet,Cellular,58,HD,1080P,15.0,2025-05-01 06:00:39.452582,2025-08-19 23:12:39.452582,2025-11-25 16:23:39.452582,On-Demand,0.5x,False,False,False,False,5.0,False
3104,6128,Cnn,Drama,Laptop,Mobile Network,101,4K,720P,4.0,2025-12-30 17:50:39.452582,2025-04-10 21:21:39.452582,2025-10-08 13:08:39.452582,Recorded,0.5x,True,False,False,True,3.0,False
3105,12350,Espn,News,Laptop,Home WiFi,198,HD,480P,12.0,2025-07-05 12:38:39.452582,2026-01-28 13:39:39.452582,2025-04-14 21:21:39.452582,On-Demand,0.5x,True,True,True,True,1.0,False
3106,3865,Local Channel,Drama,Smart Tv,Cellular,214,SD,1080P,7.0,2026-02-23 07:30:39.452582,2026-02-22 00:10:39.452582,2025-11-03 14:16:39.452582,Live,1x,True,False,True,False,3.0,True
3107,12715,Nbc,Drama,Mobile App,Mobile Network,134,HD,720P,15.0,2026-01-26 19:23:39.452582,2025-09-23 15:44:39.452582,2025-08-09 14:39:39.452582,Recorded,1x,False,True,False,False,1.0,True
3108,4367,Fox News,Sports,Set-Top Box,Cellular,191,HD,1080P,13.0,2025-09-24 22:23:39.452582,2026-02-20 21:28:39.452582,2025-03-26 22:05:39.452582,Recorded,1.5x,True,True,False,False,3.0,True
3109,11691,Nbc,Documentary,Tablet,Guest WiFi,65,SD,480P,2.0,2025-11-22 19:09:39.452582,2025-05-30 19:46:39.452582,2025-05-03 04:44:39.452582,Live,1x,False,False,False,False,5.0,True
3110,9788,Discovery Channel,Documentary,Laptop,Guest WiFi,179,HD,480P,10.0,2025-08-24 20:57:39.452582,2025-07-11 13:32:39.452582,2026-03-11 04:06:39.452582,Live,1.5x,True,False,False,False,3.0,False
3111,12908,Discovery Channel,Documentary,Set-Top Box,Mobile Network,213,HD,480P,15.0,2025-05-17 12:34:39.452582,2025-10-26 09:03:39.452582,2025-09-08 13:44:39.452582,Live,1x,True,False,False,False,5.0,False
3112,5589,Local Channel,Comedy,Smart Tv,Home WiFi,48,4K,480P,11.0,2026-01-04 22:51:39.452582,2025-09-19 18:07:39.452582,2026-02-06 06:13:39.452582,Live,0.5x,False,False,False,True,1.0,True
3113,1605,Discovery Channel,Talk Show,Set-Top Box,Home WiFi,207,4K,480P,13.0,2025-05-16 14:58:39.452582,2026-02-11 02:47:39.452582,2025-08-26 01:25:39.452582,On-Demand,2x,True,True,False,False,2.0,False
3114,1366,Hgtv,Drama,Tablet,Home WiFi,174,SD,1080P,0.0,2025-04-16 00:30:39.452582,2025-04-05 17:44:39.452582,2025-04-11 23:35:39.452582,On-Demand,0.5x,True,False,False,True,3.0,True
3115,6081,Nbc,Reality Tv,Tablet,Home WiFi,230,4K,720P,15.0,2025-04-26 04:58:39.452582,2025-04-29 13:13:39.452582,2025-08-26 00:39:39.452582,Recorded,1x,False,True,True,True,5.0,True
3116,2565,Espn,Reality Tv,Set-Top Box,Guest WiFi,49,4K,2160P,9.0,2025-07-28 04:20:39.452582,2025-07-08 17:06:39.452582,2025-12-25 22:09:39.452582,Live,1.5x,False,True,True,True,1.0,True
3117,10643,Hgtv,Reality Tv,Mobile App,Cellular,93,4K,720P,9.0,2025-12-15 10:15:39.452582,2025-09-05 05:53:39.452582,2025-04-09 07:33:39.452582,Live,1x,False,True,False,False,3.0,True
3118,11809,Espn,Comedy,Set-Top Box,Home WiFi,184,SD,720P,10.0,2025-11-24 07:01:39.452582,2025-11-21 18:35:39.452582,2025-11-17 01:18:39.452582,Live,1x,True,False,False,False,3.0,True
3119,4515,Cnn,Sports,Smart Tv,Cellular,110,HD,2160P,9.0,2025-07-18 23:03:39.452582,2025-09-26 16:10:39.452582,2025-07-24 21:14:39.452582,On-Demand,1.5x,True,False,True,False,5.0,False
3120,9523,Hbo,Sports,Set-Top Box,Home WiFi,203,HD,2160P,8.0,2025-07-28 19:48:39.452582,2026-01-11 19:23:39.452582,2025-03-28 21:50:39.452582,Live,1x,True,True,True,False,1.0,False
3121,10751,Hbo,Comedy,Tablet,Mobile Network,41,HD,720P,10.0,2025-12-27 18:31:39.452582,2025-07-05 06:06:39.452582,2025-03-14 04:57:39.452582,Recorded,1x,False,True,False,False,2.0,True
